Order ID;Restaurant Name;Location;Order Time;Delivery Time;Delivery Duration (min);Pizza Size;Pizza Type;Toppings Count;Distance (km);Traffic Level;Payment Method;Is Peak Hour;Is Weekend;Delivery Efficiency (min/km);Topping Density;Order Month;Payment Category;Estimated Duration (min);Delay (min);Is Delayed;Pizza Complexity;Traffic Impact;Order Hour;Restaurant Avg Time;Price ($);City;State;Delivery Efficiency (km/min)_New;Is Peak Hour_New;Is Weekend_New;Is Delayed_New;Traffic Level_New;Pizza Size_New
ORD407;Little Caesars;San Francisco, CA;04/12/2024 18:00;04/12/2024 18:30;30;Medium;Non-Veg;3;4.0;Medium;UPI;True;False;7.5;0.75;December;Online;9.6;20.4;False;6;2;18;28.84422111;11.6;San Francisco;CA;0.13333333333333333;1;0;0;2;2
ORD443;Little Caesars;San Francisco, CA;30/12/2024 18:00;30/12/2024 18:30;30;Medium;Non-Veg;3;4.0;Medium;UPI;True;False;7.5;0.75;December;Online;9.6;20.4;False;6;2;18;28.84422111;11.6;San Francisco;CA;0.13333333333333333;1;0;0;2;2
ORD476;Papa John's;San Francisco, CA;01/02/2025 20:00;01/02/2025 20:35;35;Medium;Gluten-Free;3;5.5;Medium;Wallet;True;True;6.363636364;0.545454545;February;Online;13.2;21.8;True;6;2;20;28.18627451;11.1;San Francisco;CA;0.15714285713387754;1;1;1;2;2
ORD678;Papa John's;San Francisco, CA;22/08/2025 18:15;22/08/2025 18:50;35;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;7.0;0.6;August;Online;12.0;23.0;True;6;2;18;28.18627451;11.1;San Francisco;CA;0.14285714285714285;1;0;1;2;2
ORD682;Pizza Hut;Detroit, MI;26/08/2025 19:15;26/08/2025 19:45;30;Medium;Veg;2;4.0;Low;Wallet;True;False;7.5;0.5;August;Online;9.6;20.4;False;4;1;19;29.94845361;9.9;Detroit;MI;0.13333333333333333;1;0;0;1;2
ORD024;Pizza Hut;Phoenix, AZ;24/01/2024 18:15;24/01/2024 18:40;25;XL;Cheese Burst;5;4.0;Medium;Cash;True;False;6.25;1.25;January;Offline;9.6;15.4;False;20;2;18;29.94845361;17.5;Phoenix;AZ;0.16;1;0;0;2;4
ORD049;Pizza Hut;Phoenix, AZ;19/02/2024 20:30;19/02/2024 20:55;25;XL;Cheese Burst;5;4.5;High;UPI;True;False;5.555555556;1.111111111;February;Online;10.8;14.2;False;20;3;20;29.94845361;17.5;Phoenix;AZ;0.1799999999856;1;0;0;3;4
ORD069;Pizza Hut;Phoenix, AZ;10/03/2024 19:45;10/03/2024 20:10;25;XL;Cheese Burst;5;4.5;High;Wallet;True;True;5.555555556;1.111111111;March;Online;10.8;14.2;False;20;3;19;29.94845361;17.5;Phoenix;AZ;0.1799999999856;1;1;0;3;4
ORD089;Pizza Hut;Phoenix, AZ;30/03/2024 19:45;30/03/2024 20:10;25;XL;Cheese Burst;5;4.5;High;Wallet;True;True;5.555555556;1.111111111;March;Online;10.8;14.2;False;20;3;19;29.94845361;17.5;Phoenix;AZ;0.1799999999856;1;1;0;3;4
ORD099;Pizza Hut;Phoenix, AZ;09/04/2024 19:45;09/04/2024 20:10;25;XL;Cheese Burst;5;4.0;High;Wallet;True;False;6.25;1.25;April;Online;9.6;15.4;False;20;3;19;29.94845361;17.5;Phoenix;AZ;0.16;1;0;0;3;4
ORD119;Pizza Hut;Phoenix, AZ;29/04/2024 19:45;29/04/2024 20:10;25;XL;Cheese Burst;5;4.5;High;Wallet;True;False;5.555555556;1.111111111;April;Online;10.8;14.2;False;20;3;19;29.94845361;17.5;Phoenix;AZ;0.1799999999856;1;0;0;3;4
ORD199;Pizza Hut;Phoenix, AZ;14/07/2024 19:45;14/07/2024 20:10;25;XL;Cheese Burst;5;4.5;High;Wallet;True;True;5.555555556;1.111111111;July;Online;10.8;14.2;False;20;3;19;29.94845361;17.5;Phoenix;AZ;0.1799999999856;1;1;0;3;4
ORD219;Pizza Hut;Phoenix, AZ;03/08/2024 19:45;03/08/2024 20:10;25;XL;Cheese Burst;5;4.5;High;Wallet;True;True;5.555555556;1.111111111;August;Online;10.8;14.2;False;20;3;19;29.94845361;17.5;Phoenix;AZ;0.1799999999856;1;1;0;3;4
ORD145;Marco's Pizza;Charlotte, NC;20/08/2024 20:15;20/08/2024 21:00;45;Large;Veg;4;9.0;High;Cash;True;False;5.0;0.444444444;August;Offline;21.6;23.4;True;12;3;20;30.28645833;13.7;Charlotte;NC;0.2;1;0;1;3;3
ORD326;Marco's Pizza;Charlotte, NC;14/09/2024 20:15;14/09/2024 21:00;45;Large;Veg;4;9.0;High;Wallet;True;True;5.0;0.444444444;September;Online;21.6;23.4;True;12;3;20;30.28645833;13.7;Charlotte;NC;0.2;1;1;1;3;3
ORD356;Marco's Pizza;Charlotte, NC;14/10/2024 20:15;14/10/2024 21:00;45;Large;Veg;4;9.0;High;Wallet;True;False;5.0;0.444444444;October;Online;21.6;23.4;True;12;3;20;30.28645833;13.7;Charlotte;NC;0.2;1;0;1;3;3
ORD382;Marco's Pizza;Charlotte, NC;09/11/2024 20:15;09/11/2024 21:00;45;Large;Veg;4;9.0;High;Cash;True;True;5.0;0.444444444;November;Offline;21.6;23.4;True;12;3;20;30.28645833;13.7;Charlotte;NC;0.2;1;1;1;3;3
ORD408;Marco's Pizza;Charlotte, NC;05/12/2024 20:15;05/12/2024 21:00;45;Large;Veg;4;9.0;High;Cash;True;False;5.0;0.444444444;December;Offline;21.6;23.4;True;12;3;20;30.28645833;13.7;Charlotte;NC;0.2;1;0;1;3;3
ORD444;Marco's Pizza;Charlotte, NC;31/12/2024 20:15;31/12/2024 21:00;45;Large;Veg;4;9.0;High;Cash;True;False;5.0;0.444444444;December;Offline;21.6;23.4;True;12;3;20;30.28645833;13.7;Charlotte;NC;0.2;1;0;1;3;3
ORD261;Domino's;Miami, FL;14/09/2024 19:00;14/09/2024 19:20;20;Medium;Non-Veg;3;3.0;Medium;Cash;True;True;6.666666667;1.0;September;Offline;7.2;12.8;False;6;2;19;30.25943396;11.6;Miami;FL;0.1499999999925;1;1;0;2;2
ORD543;Pizza Hut;Durham, NC;09/04/2025 18:30;09/04/2025 18:50;20;Small;Vegan;2;2.0;Low;UPI;True;False;10.0;1.0;April;Online;4.8;15.2;False;2;1;18;29.94845361;7.7;Durham;NC;0.1;1;0;0;1;1
ORD676;Domino's;Indianapolis, IN;20/08/2025 20:30;20/08/2025 21:00;30;Large;Sicilian;4;5.5;Medium;UPI;True;False;5.454545455;0.727272727;August;Online;13.2;16.8;False;12;2;20;30.25943396;14.2;Indianapolis;IN;0.18333333331805557;1;0;0;2;3
ORD493;Domino's;Atlanta, GA;18/02/2025 19:00;18/02/2025 19:50;50;Large;Non-Veg;4;10.0;High;Card;True;False;5.0;0.4;February;Online;24.0;26.0;True;12;3;19;30.25943396;14.7;Atlanta;GA;0.2;1;0;1;3;3
ORD155;Marco's Pizza;Phoenix, AZ;05/08/2024 13:30;05/08/2024 14:00;30;Medium;Non-Veg;4;5.0;High;Cash;False;False;6.0;0.8;August;Offline;12.0;18.0;False;8;3;13;30.28645833;12.3;Phoenix;AZ;0.16666666666666666;0;0;0;3;2
ORD591;Domino's;Boston, MA;27/05/2025 19:00;27/05/2025 19:50;50;Large;Non-Veg;4;10.0;High;Card;True;False;5.0;0.4;May;Online;24.0;26.0;True;12;3;19;30.25943396;14.7;Boston;MA;0.2;1;0;1;3;3
ORD621;Domino's;Boston, MA;26/06/2025 19:00;26/06/2025 19:50;50;Large;Non-Veg;4;10.0;High;Card;True;False;5.0;0.4;June;Online;24.0;26.0;True;12;3;19;30.25943396;14.7;Boston;MA;0.2;1;0;1;3;3
ORD681;Domino's;Boston, MA;25/08/2025 18:00;25/08/2025 18:35;35;Large;Non-Veg;4;6.0;Medium;Card;True;False;5.833333333;0.666666667;August;Online;14.4;20.6;True;12;2;18;30.25943396;14.7;Boston;MA;0.17142857143836734;1;0;1;2;3
ORD032;Papa John's;Phoenix, AZ;02/02/2024 18:00;02/02/2024 18:25;25;Small;Vegan;2;2.0;Low;Cash;True;False;12.5;1.0;February;Offline;4.8;20.2;False;2;1;18;28.18627451;7.7;Phoenix;AZ;0.08;1;0;0;1;1
ORD272;Domino's;Denver, CO;15/09/2024 20:00;15/09/2024 20:35;35;Medium;Veg;3;5.5;Medium;Card;True;True;6.363636364;0.545454545;September;Online;13.2;21.8;True;6;2;20;30.25943396;10.6;Denver;CO;0.15714285713387754;1;1;1;2;2
ORD264;Domino's;Dallas, TX;17/09/2024 19:45;17/09/2024 20:10;25;XL;Cheese Burst;5;4.5;Medium;UPI;True;False;5.555555556;1.111111111;September;Online;10.8;14.2;False;20;2;19;30.25943396;17.5;Dallas;TX;0.1799999999856;1;0;0;2;4
ORD136;Domino's;San Jose, CA;11/08/2024 18:00;11/08/2024 18:20;20;Medium;Veg;2;3.0;Low;UPI;True;True;6.666666667;0.666666667;August;Online;7.2;12.8;False;4;1;18;30.25943396;9.9;San Jose;CA;0.1499999999925;1;1;0;1;2
ORD267;Domino's;San Jose, CA;10/09/2024 18:00;10/09/2024 18:20;20;Medium;Veg;2;3.0;Low;Cash;True;False;6.666666667;0.666666667;September;Offline;7.2;12.8;False;4;1;18;30.25943396;9.9;San Jose;CA;0.1499999999925;1;0;0;1;2
ORD317;Domino's;San Jose, CA;05/09/2024 18:00;05/09/2024 18:20;20;Medium;Veg;2;3.0;Low;Card;True;False;6.666666667;0.666666667;September;Online;7.2;12.8;False;4;1;18;30.25943396;9.9;San Jose;CA;0.1499999999925;1;0;0;1;2
ORD347;Domino's;San Jose, CA;05/10/2024 18:00;05/10/2024 18:20;20;Medium;Veg;2;3.0;Low;Card;True;True;6.666666667;0.666666667;October;Online;7.2;12.8;False;4;1;18;30.25943396;9.9;San Jose;CA;0.1499999999925;1;1;0;1;2
ORD373;Domino's;San Jose, CA;31/10/2024 18:00;31/10/2024 18:20;20;Medium;Veg;2;3.0;Low;Card;True;False;6.666666667;0.666666667;October;Online;7.2;12.8;False;4;1;18;30.25943396;9.9;San Jose;CA;0.1499999999925;1;0;0;1;2
ORD399;Domino's;San Jose, CA;26/11/2024 18:00;26/11/2024 18:20;20;Medium;Veg;2;3.0;Low;Card;True;False;6.666666667;0.666666667;November;Online;7.2;12.8;False;4;1;18;30.25943396;9.9;San Jose;CA;0.1499999999925;1;0;0;1;2
ORD435;Domino's;San Jose, CA;22/12/2024 18:00;22/12/2024 18:20;20;Medium;Veg;2;3.0;Low;Card;True;True;6.666666667;0.666666667;December;Online;7.2;12.8;False;4;1;18;30.25943396;9.9;San Jose;CA;0.1499999999925;1;1;0;1;2
ORD494;Papa John's;Omaha, NE;19/02/2025 20:00;19/02/2025 20:35;35;Medium;Gluten-Free;3;5.5;Medium;Wallet;True;False;6.363636364;0.545454545;February;Online;13.2;21.8;True;6;2;20;28.18627451;11.1;Omaha;NE;0.15714285713387754;1;0;1;2;2
ORD698;Papa John's;Omaha, NE;11/09/2025 20:15;11/09/2025 20:45;30;Medium;Gluten-Free;3;5.0;Medium;UPI;True;False;6.0;0.6;September;Online;12.0;18.0;False;6;2;20;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD703;Papa John's;Omaha, NE;16/09/2025 20:30;16/09/2025 21:00;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;6.0;0.6;September;Online;12.0;18.0;False;6;2;20;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD708;Papa John's;Omaha, NE;21/09/2025 20:45;21/09/2025 21:15;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;True;6.0;0.6;September;Online;12.0;18.0;False;6;2;20;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;1;0;2;2
ORD713;Papa John's;Omaha, NE;26/09/2025 18:00;26/09/2025 18:30;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;6.0;0.6;September;Online;12.0;18.0;False;6;2;18;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD718;Papa John's;Omaha, NE;01/10/2025 18:30;01/10/2025 19:00;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;6.0;0.6;October;Online;12.0;18.0;False;6;2;18;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD723;Papa John's;Omaha, NE;06/10/2025 18:45;06/10/2025 19:15;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;6.0;0.6;October;Online;12.0;18.0;False;6;2;18;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD726;Papa John's;Omaha, NE;09/10/2025 20:30;09/10/2025 21:00;30;Medium;Gluten-Free;3;5.0;Medium;UPI;True;False;6.0;0.6;October;Online;12.0;18.0;False;6;2;20;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD731;Papa John's;Omaha, NE;14/10/2025 18:45;14/10/2025 19:15;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;6.0;0.6;October;Online;12.0;18.0;False;6;2;18;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD736;Papa John's;Omaha, NE;19/10/2025 18:00;19/10/2025 18:30;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;True;6.0;0.6;October;Online;12.0;18.0;False;6;2;18;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;1;0;2;2
ORD741;Papa John's;Omaha, NE;24/10/2025 18:30;24/10/2025 19:00;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;6.0;0.6;October;Online;12.0;18.0;False;6;2;18;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD746;Papa John's;Omaha, NE;29/10/2025 18:45;29/10/2025 19:15;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;6.0;0.6;October;Online;12.0;18.0;False;6;2;18;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD751;Papa John's;Omaha, NE;03/11/2025 18:00;03/11/2025 18:30;30;Medium;Gluten-Free;3;5.0;Medium;Card;True;False;6.0;0.6;November;Online;12.0;18.0;False;6;2;18;28.18627451;11.1;Omaha;NE;0.16666666666666666;1;0;0;2;2
ORD549;Domino's;Chicago, IL;15/04/2025 20:15;15/04/2025 21:00;45;Large;Veg;4;9.0;High;Cash;True;False;5.0;0.444444444;April;Offline;21.6;23.4;True;12;3;20;30.25943396;13.7;Chicago;IL;0.2;1;0;1;3;3
ORD005;Marco's Pizza;Dallas, TX;05/05/2024 13:00;05/05/2024 13:20;20;Medium;Non-Veg;3;2.0;High;Card;False;True;10.0;1.5;May;Online;4.8;15.2;False;6;3;13;30.28645833;11.6;Dallas;TX;0.1;0;1;0;3;2
ORD010;Marco's Pizza;Dallas, TX;10/01/2024 13:00;10/01/2024 13:20;20;Medium;Non-Veg;3;3.5;Medium;Card;False;False;5.714285714;0.857142857;January;Online;8.4;11.6;False;6;2;13;30.28645833;11.6;Dallas;TX;0.17500000000875002;0;0;0;2;2
ORD469;Marco's Pizza;Dallas, TX;25/01/2025 18:00;25/01/2025 18:30;30;Medium;Non-Veg;3;4.0;Medium;UPI;True;True;7.5;0.75;January;Online;9.6;20.4;False;6;2;18;30.28645833;11.6;Dallas;TX;0.13333333333333333;1;1;0;2;2
ORD548;Marco's Pizza;Portland, OR;14/04/2025 18:00;14/04/2025 18:30;30;Medium;Non-Veg;3;4.0;Medium;UPI;True;False;7.5;0.75;April;Online;9.6;20.4;False;6;2;18;30.28645833;11.6;Portland;OR;0.13333333333333333;1;0;0;2;2
ORD652;Papa John's;Detroit, MI;27/07/2025 20:45;27/07/2025 21:15;30;Medium;Veg;2;3.5;Low;Card;True;True;8.571428571;0.571428571;July;Online;8.4;21.6;False;4;1;20;28.18627451;9.9;Detroit;MI;0.1166666666725;1;1;0;1;2
ORD503;Domino's;Tampa, FL;28/02/2025 19:00;28/02/2025 19:50;50;Large;Non-Veg;4;10.0;High;Domino's Cash;True;False;5.0;0.4;February;Offline;24.0;26.0;True;12;3;19;30.25943396;14.7;Tampa;FL;0.2;1;0;1;3;3
ORD517;Marco's Pizza;Boise, ID;14/03/2025 18:00;14/03/2025 18:20;20;Medium;Veg;2;3.0;Low;Card;True;False;6.666666667;0.666666667;March;Online;7.2;12.8;False;4;1;18;30.28645833;9.9;Boise;ID;0.1499999999925;1;0;0;1;2
ORD650;Marco's Pizza;Boston, MA;25/07/2025 18:15;25/07/2025 18:45;30;Medium;Thai Chicken;3;4.0;Medium;UPI;True;False;7.5;0.75;July;Online;9.6;20.4;False;6;2;18;30.28645833;11.6;Boston;MA;0.13333333333333333;1;0;0;2;2
ORD017;Papa John's;Boston, MA;17/01/2024 18:30;17/01/2024 18:55;25;Small;Vegan;2;2.0;Low;Wallet;True;False;12.5;1.0;January;Online;4.8;20.2;False;2;1;18;28.18627451;7.7;Boston;MA;0.08;1;0;0;1;1
ORD042;Papa John's;Boston, MA;12/02/2024 20:15;12/02/2024 20:40;25;Small;Vegan;2;2.0;Medium;Cash;True;False;12.5;1.0;February;Offline;4.8;20.2;False;2;2;20;28.18627451;7.7;Boston;MA;0.08;1;0;0;2;1
ORD062;Papa John's;Boston, MA;03/03/2024 20:15;03/03/2024 20:40;25;Small;Vegan;2;2.0;Medium;Cash;True;True;12.5;1.0;March;Offline;4.8;20.2;False;2;2;20;28.18627451;7.7;Boston;MA;0.08;1;1;0;2;1
ORD082;Papa John's;Boston, MA;23/03/2024 20:15;23/03/2024 20:40;25;Small;Vegan;2;2.0;High;Card;True;True;12.5;1.0;March;Online;4.8;20.2;False;2;3;20;28.18627451;7.7;Boston;MA;0.08;1;1;0;3;1
ORD112;Papa John's;Boston, MA;22/04/2024 20:15;22/04/2024 20:40;25;Small;Vegan;2;2.0;High;Card;True;False;12.5;1.0;April;Online;4.8;20.2;False;2;3;20;28.18627451;7.7;Boston;MA;0.08;1;0;0;3;1
ORD162;Papa John's;Boston, MA;12/08/2024 20:00;12/08/2024 20:30;30;Small;Vegan;2;4.5;Low;Card;True;False;6.666666667;0.444444444;August;Online;10.8;19.2;False;2;1;20;28.18627451;7.7;Boston;MA;0.1499999999925;1;0;0;1;1
ORD172;Papa John's;Boston, MA;22/08/2024 20:00;22/08/2024 20:30;30;Small;Vegan;2;4.5;Medium;Card;True;False;6.666666667;0.444444444;August;Online;10.8;19.2;False;2;2;20;28.18627451;7.7;Boston;MA;0.1499999999925;1;0;0;2;1
ORD177;Papa John's;Boston, MA;22/06/2024 20:15;22/06/2024 20:40;25;Small;Vegan;2;2.0;High;Cash;True;True;12.5;1.0;June;Offline;4.8;20.2;False;2;3;20;28.18627451;7.7;Boston;MA;0.08;1;1;0;3;1
ORD192;Papa John's;Boston, MA;07/07/2024 20:15;07/07/2024 20:40;25;Small;Vegan;2;2.0;High;Wallet;True;True;12.5;1.0;July;Online;4.8;20.2;False;2;3;20;28.18627451;7.7;Boston;MA;0.08;1;1;0;3;1
ORD212;Papa John's;Boston, MA;27/07/2024 20:15;27/07/2024 20:40;25;Small;Vegan;2;2.0;High;Wallet;True;True;12.5;1.0;July;Online;4.8;20.2;False;2;3;20;28.18627451;7.7;Boston;MA;0.08;1;1;0;3;1
ORD240;Papa John's;Boston, MA;24/08/2024 20:15;24/08/2024 20:40;25;Small;Vegan;2;2.0;High;Wallet;True;True;12.5;1.0;August;Online;4.8;20.2;False;2;3;20;28.18627451;7.7;Boston;MA;0.08;1;1;0;3;1
ORD250;Papa John's;Boston, MA;03/09/2024 20:15;03/09/2024 20:40;25;Small;Vegan;2;2.0;High;Wallet;True;False;12.5;1.0;September;Online;4.8;20.2;False;2;3;20;28.18627451;7.7;Boston;MA;0.08;1;0;0;3;1
